X Path Row ID Date Craft Sensor Type CloudCover Quality Month
533 147 46 LE71470462004332PFS00 2004-11-27 LANDSAT_7 ETM L1T 0 9 11
713 147 48 LE71470482004332PFS00 2004-11-27 LANDSAT_7 ETM L1T 0 9 11
790 147 49 LE71470492004332PFS00 2004-11-27 LANDSAT_7 ETM L1T 0 9 11
214 145 50 LE71450502004334PFS00 2004-11-29 LANDSAT_7 ETM L1T 0 9 11
272 145 51 LE71450512004334PFS00 2004-11-29 LANDSAT_7 ETM L1T 0 9 11
902 148 46 LE71480462004339PFS00 2004-12-04 LANDSAT_7 ETM L1T 0 9 12
1008 148 47 LE71480472004339PFS00 2004-12-04 LANDSAT_7 ETM L1T 0 9 12
368 146 47 LE71460472004341PFS00 2004-12-06 LANDSAT_7 ETM L1T 0 9 12
444 146 49 LE71460492004341ASN00 2004-12-06 LANDSAT_7 ETM L1T 0 9 12
92 144 52 LE71440522004343PFS00 2004-12-08 LANDSAT_7 ETM L1T 8 9 12
127 144 53 LE71440532004343PFS00 2004-12-08 LANDSAT_7 ETM L1T 9 9 12
167 144 54 LE71440542004343PFS00 2004-12-08 LANDSAT_7 ETM L1T 0 9 12
534 147 46 LE71470462004348PFS00 2004-12-13 LANDSAT_7 ETM L1T 0 9 12
636 147 47 LE71470472004348PFS00 2004-12-13 LANDSAT_7 ETM L1T 0 9 12
714 147 48 LE71470482004348PFS00 2004-12-13 LANDSAT_7 ETM L1T 0 9 12
791 147 49 LE71470492004348PFS00 2004-12-13 LANDSAT_7 ETM L1T 0 9 12
13 143 53 LE71430532004352PFS00 2004-12-17 LANDSAT_7 ETM L1T 5 9 12
1009 148 47 LE71480472004355PFS00 2004-12-20 LANDSAT_7 ETM L1T 2 9 12
215 145 50 LE71450502004366PFS00 2004-12-31 LANDSAT_7 ETM L1T 0 9 12
903 148 46 LE71480462005005PFS00 2005-01-05 LANDSAT_7 ETM L1T 0 9 1
369 146 47 LE71460472005007ASN00 2005-01-07 LANDSAT_7 ETM L1T 0 9 1
445 146 49 LE71460492005007ASN00 2005-01-07 LANDSAT_7 ETM L1T 0 9 1
637 147 47 LE71470472005014ASN00 2005-01-14 LANDSAT_7 ETM L1T 1 9 1
715 147 48 LE71470482005014ASN00 2005-01-14 LANDSAT_7 ETM L1T 0 9 1
792 147 49 LE71470492005014ASN00 2005-01-14 LANDSAT_7 ETM L1T 0 9 1
216 145 50 LE71450502005016ASN00 2005-01-16 LANDSAT_7 ETM L1T 0 9 1
273 145 51 LE71450512005016ASN00 2005-01-16 LANDSAT_7 ETM L1T 10 9 1
904 148 46 LE71480462005021PFS00 2005-01-21 LANDSAT_7 ETM L1T 0 9 1
93 144 52 LE71440522005025ASN00 2005-01-25 LANDSAT_7 ETM L1T 5 9 1
128 144 53 LE71440532005025ASN00 2005-01-25 LANDSAT_7 ETM L1T 4 9 1
905 148 46 LE71480462005037PFS00 2005-02-06 LANDSAT_7 ETM L1T 1 9 2
370 146 47 LE71460472005039ASN00 2005-02-08 LANDSAT_7 ETM L1T 0 9 2
446 146 49 LE71460492005039ASN00 2005-02-08 LANDSAT_7 ETM L1T 0 9 2
94 144 52 LE71440522005041ASN00 2005-02-10 LANDSAT_7 ETM L1T 0 9 2
129 144 53 LE71440532005041ASN00 2005-02-10 LANDSAT_7 ETM L1T 0 9 2
535 147 46 LE71470462005046ASN00 2005-02-15 LANDSAT_7 ETM L1T 0 9 2
906 148 46 LE71480462005053PFS00 2005-02-22 LANDSAT_7 ETM L1T 0 9 2
638 147 47 LE71470472005062PFS00 2005-03-03 LANDSAT_7 ETM L1T 0 9 3
716 147 48 LE71470482005062PFS00 2005-03-03 LANDSAT_7 ETM L1T 0 9 3
793 147 49 LE71470492005062PFS00 2005-03-03 LANDSAT_7 ETM L1T 0 9 3
217 145 50 LE71450502005064ASN00 2005-03-05 LANDSAT_7 ETM L1T 0 9 3
274 145 51 LE71450512005064ASN00 2005-03-05 LANDSAT_7 ETM L1T 0 9 3
317 145 52 LE71450522005064ASN00 2005-03-05 LANDSAT_7 ETM L1T 0 9 3
907 148 46 LE71480462005069PFS01 2005-03-10 LANDSAT_7 ETM L1T 0 9 3
1010 148 47 LE71480472005069PFS01 2005-03-10 LANDSAT_7 ETM L1T 0 9 3
371 146 47 LE71460472005071ASN01 2005-03-12 LANDSAT_7 ETM L1T 0 9 3
447 146 49 LE71460492005071ASN01 2005-03-12 LANDSAT_7 ETM L1T 0 9 3
95 144 52 LE71440522005073PFS02 2005-03-14 LANDSAT_7 ETM L1T 0 9 3
130 144 53 LE71440532005073PFS02 2005-03-14 LANDSAT_7 ETM L1T 1 9 3
168 144 54 LE71440542005073PFS02 2005-03-14 LANDSAT_7 ETM L1T 0 9 3
536 147 46 LE71470462005078ASN00 2005-03-19 LANDSAT_7 ETM L1T 0 9 3
14 143 53 LE71430532005082PFS00 2005-03-23 LANDSAT_7 ETM L1T 1 9 3
908 148 46 LE71480462005085PFS00 2005-03-26 LANDSAT_7 ETM L1T 0 9 3
1011 148 47 LE71480472005085PFS00 2005-03-26 LANDSAT_7 ETM L1T 0 9 3
537 147 46 LE71470462005094PFS00 2005-04-04 LANDSAT_7 ETM L1T 0 9 4
639 147 47 LE71470472005094PFS00 2005-04-04 LANDSAT_7 ETM L1T 0 9 4
717 147 48 LE71470482005094PFS00 2005-04-04 LANDSAT_7 ETM L1T 0 9 4
794 147 49 LE71470492005094PFS00 2005-04-04 LANDSAT_7 ETM L1T 9 9 4
909 148 46 LE71480462005101PFS00 2005-04-11 LANDSAT_7 ETM L1T 0 9 4
1012 148 47 LE71480472005101PFS00 2005-04-11 LANDSAT_7 ETM L1T 0 9 4
318 145 52 LE71450522005112ASN00 2005-04-22 LANDSAT_7 ETM L1T 4 9 4
910 148 46 LE71480462005117ASN00 2005-04-27 LANDSAT_7 ETM L1T 0 9 4
1013 148 47 LE71480472005117ASN00 2005-04-27 LANDSAT_7 ETM L1T 0 9 4
372 146 47 LE71460472005119ASN00 2005-04-29 LANDSAT_7 ETM L1T 6 9 4
448 146 49 LE71460492005119ASN00 2005-04-29 LANDSAT_7 ETM L1T 1 9 4
538 147 46 LE71470462005126ASN00 2005-05-06 LANDSAT_7 ETM L1T 0 9 5
911 148 46 LE71480462005133ASN00 2005-05-13 LANDSAT_7 ETM L1T 0 9 5
1014 148 47 LE71480472005133ASN00 2005-05-13 LANDSAT_7 ETM L1T 0 9 5
373 146 47 LE71460472005135ASN00 2005-05-15 LANDSAT_7 ETM L1T 0 9 5
449 146 49 LE71460492005135ASN00 2005-05-15 LANDSAT_7 ETM L1T 0 9 5
539 147 46 LE71470462005142ASN00 2005-05-22 LANDSAT_7 ETM L1T 0 9 5
1015 148 47 LE71480472005149ASN00 2005-05-29 LANDSAT_7 ETM L1T 5 9 5
540 147 46 LE71470462005158ASN00 2005-06-07 LANDSAT_7 ETM L1T 5 9 6
15 143 53 LE71430532005242ASN00 2005-08-30 LANDSAT_7 ETM L1T 3 9 8
52 143 54 LE71430542005274ASN00 2005-10-01 LANDSAT_7 ETM L1T 4 9 10
374 146 47 LE71460472005279PFS00 2005-10-06 LANDSAT_7 ETM L1T 0 9 10
450 146 49 LE71460492005279PFS00 2005-10-06 LANDSAT_7 ETM L1T 4 9 10
541 147 46 LE71470462005286PFS00 2005-10-13 LANDSAT_7 ETM L1T 2 9 10
912 148 46 LE71480462005293PFS00 2005-10-20 LANDSAT_7 ETM L1T 0 9 10
1016 148 47 LE71480472005293PFS00 2005-10-20 LANDSAT_7 ETM L1T 6 9 10
913 148 46 LE71480462005309EDC00 2005-11-05 LANDSAT_7 ETM L1T 0 9 11
1017 148 47 LE71480472005309EDC00 2005-11-05 LANDSAT_7 ETM L1T 0 9 11
375 146 47 LE71460472005311PFS01 2005-11-07 LANDSAT_7 ETM L1T 4 9 11
542 147 46 LE71470462005318ASN00 2005-11-14 LANDSAT_7 ETM L1T 0 9 11
640 147 47 LE71470472005318ASN00 2005-11-14 LANDSAT_7 ETM L1T 0 9 11
718 147 48 LE71470482005318ASN00 2005-11-14 LANDSAT_7 ETM L1T 0 9 11
795 147 49 LE71470492005318ASN00 2005-11-14 LANDSAT_7 ETM L1T 0 9 11
218 145 50 LE71450502005320SGS00 2005-11-16 LANDSAT_7 ETM L1T 0 9 11
275 145 51 LE71450512005320SGS00 2005-11-16 LANDSAT_7 ETM L1T 0 9 11
319 145 52 LE71450522005320SGS00 2005-11-16 LANDSAT_7 ETM L1T 5 9 11
914 148 46 LE71480462005325SGS00 2005-11-21 LANDSAT_7 ETM L1T 0 9 11
1018 148 47 LE71480472005325SGS00 2005-11-21 LANDSAT_7 ETM L1T 0 9 11
915 148 46 LE71480462005341PFS00 2005-12-07 LANDSAT_7 ETM L1T 0 9 12
1019 148 47 LE71480472005341PFS00 2005-12-07 LANDSAT_7 ETM L1T 0 9 12
376 146 47 LE71460472005343PFS00 2005-12-09 LANDSAT_7 ETM L1T 0 9 12
451 146 49 LE71460492005343PFS00 2005-12-09 LANDSAT_7 ETM L1T 0 9 12
16 143 53 LE71430532005354PFS00 2005-12-20 LANDSAT_7 ETM L1T 3 9 12
53 143 54 LE71430542005354PFS00 2005-12-20 LANDSAT_7 ETM L1T 8 9 12
916 148 46 LE71480462005357PFS00 2005-12-23 LANDSAT_7 ETM L1T 0 9 12
1020 148 47 LE71480472005357PFS00 2005-12-23 LANDSAT_7 ETM L1T 0 9 12
169 144 54 LE71440542005361ASN00 2005-12-27 LANDSAT_7 ETM L1T 5 9 12
543 147 46 LE71470462006001PFS00 2006-01-01 LANDSAT_7 ETM L1T 0 9 1
641 147 47 LE71470472006001PFS01 2006-01-01 LANDSAT_7 ETM L1T 7 9 1
719 147 48 LE71470482006001PFS00 2006-01-01 LANDSAT_7 ETM L1T 0 9 1
796 147 49 LE71470492006001PFS00 2006-01-01 LANDSAT_7 ETM L1T 0 9 1
320 145 52 LE71450522006003PFS01 2006-01-03 LANDSAT_7 ETM L1T 7 9 1
917 148 46 LE71480462006008PFS00 2006-01-08 LANDSAT_7 ETM L1T 0 9 1
377 146 47 LE71460472006010PFS00 2006-01-10 LANDSAT_7 ETM L1T 0 9 1
452 146 49 LE71460492006010PFS00 2006-01-10 LANDSAT_7 ETM L1T 0 9 1
544 147 46 LE71470462006017PFS00 2006-01-17 LANDSAT_7 ETM L1T 0 9 1
219 145 50 LE71450502006019PFS00 2006-01-19 LANDSAT_7 ETM L1T 0 9 1
276 145 51 LE71450512006019PFS00 2006-01-19 LANDSAT_7 ETM L1T 0 9 1
17 143 53 LE71430532006021PFS00 2006-01-21 LANDSAT_7 ETM L1T 0 9 1
54 143 54 LE71430542006021PFS00 2006-01-21 LANDSAT_7 ETM L1T 0 9 1
918 148 46 LE71480462006024PFS00 2006-01-24 LANDSAT_7 ETM L1T 0 9 1
220 145 50 LE71450502006035PFS00 2006-02-04 LANDSAT_7 ETM L1T 0 9 2
277 145 51 LE71450512006035PFS00 2006-02-04 LANDSAT_7 ETM L1T 0 9 2
321 145 52 LE71450522006035PFS00 2006-02-04 LANDSAT_7 ETM L1T 0 9 2
18 143 53 LE71430532006037PFS00 2006-02-06 LANDSAT_7 ETM L1T 4 9 2
919 148 46 LE71480462006040PFS00 2006-02-09 LANDSAT_7 ETM L1T 0 9 2
378 146 47 LE71460472006042PFS00 2006-02-11 LANDSAT_7 ETM L1T 0 9 2
453 146 49 LE71460492006042PFS00 2006-02-11 LANDSAT_7 ETM L1T 0 9 2
642 147 47 LE71470472006049PFS00 2006-02-18 LANDSAT_7 ETM L1T 5 9 2
720 147 48 LE71470482006049PFS00 2006-02-18 LANDSAT_7 ETM L1T 0 9 2
797 147 49 LE71470492006049PFS00 2006-02-18 LANDSAT_7 ETM L1T 0 9 2
920 148 46 LE71480462006056PFS00 2006-02-25 LANDSAT_7 ETM L1T 0 9 2
170 144 54 LE71440542006060PFS00 2006-03-01 LANDSAT_7 ETM L1T 8 9 3
545 147 46 LE71470462006065PFS00 2006-03-06 LANDSAT_7 ETM L1T 0 9 3
643 147 47 LE71470472006065PFS00 2006-03-06 LANDSAT_7 ETM L1T 0 9 3
721 147 48 LE71470482006065PFS00 2006-03-06 LANDSAT_7 ETM L1T 0 9 3
798 147 49 LE71470492006065ASN00 2006-03-06 LANDSAT_7 ETM L1T 0 9 3
278 145 51 LE71450512006067ASN00 2006-03-08 LANDSAT_7 ETM L1T 2 9 3
379 146 47 LE71460472006074PFS00 2006-03-15 LANDSAT_7 ETM L1T 7 9 3
454 146 49 LE71460492006074PFS00 2006-03-15 LANDSAT_7 ETM L1T 1 9 3
546 147 46 LE71470462006081PFS00 2006-03-22 LANDSAT_7 ETM L1T 0 9 3
221 145 50 LE71450502006083ASN00 2006-03-24 LANDSAT_7 ETM L1T 7 9 3
19 143 53 LE71430532006085PFS00 2006-03-26 LANDSAT_7 ETM L1T 3 9 3
55 143 54 LE71430542006085PFS00 2006-03-26 LANDSAT_7 ETM L1T 6 9 3
547 147 46 LE71470462006097ASN00 2006-04-07 LANDSAT_7 ETM L1T 0 9 4
644 147 47 LE71470472006097ASN00 2006-04-07 LANDSAT_7 ETM L1T 0 9 4
722 147 48 LE71470482006097ASN00 2006-04-07 LANDSAT_7 ETM L1T 0 9 4
799 147 49 LE71470492006097ASN00 2006-04-07 LANDSAT_7 ETM L1T 1 9 4
222 145 50 LE71450502006099PFS00 2006-04-09 LANDSAT_7 ETM L1T 0 9 4
20 143 53 LE71430532006101PFS00 2006-04-11 LANDSAT_7 ETM L1T 7 9 4
380 146 47 LE71460472006106ASN00 2006-04-16 LANDSAT_7 ETM L1T 4 9 4
921 148 46 LE71480462006120PFS05 2006-04-30 LANDSAT_7 ETM L1T 0 9 4
1021 148 47 LE71480472006120PFS05 2006-04-30 LANDSAT_7 ETM L1T 3 9 4
381 146 47 LE71460472006122PFS00 2006-05-02 LANDSAT_7 ETM L1T 0 9 5
455 146 49 LE71460492006122PFS00 2006-05-02 LANDSAT_7 ETM L1T 3 9 5
548 147 46 LE71470462006129PFS00 2006-05-09 LANDSAT_7 ETM L1T 2 9 5
21 143 53 LE71430532006133ASN00 2006-05-13 LANDSAT_7 ETM L1T 10 9 5
922 148 46 LE71480462006136PFS00 2006-05-16 LANDSAT_7 ETM L1T 4 9 5
1022 148 47 LE71480472006136PFS00 2006-05-16 LANDSAT_7 ETM L1T 3 9 5
322 145 52 LE71450522006163ASN00 2006-06-12 LANDSAT_7 ETM L1T 6 9 6
1023 148 47 LE71480472006280PFS00 2006-10-07 LANDSAT_7 ETM L1T 8 9 10
549 147 46 LE71470462006289PFS00 2006-10-16 LANDSAT_7 ETM L1T 0 9 10
645 147 47 LE71470472006289PFS00 2006-10-16 LANDSAT_7 ETM L1T 0 9 10
723 147 48 LE71470482006289PFS00 2006-10-16 LANDSAT_7 ETM L1T 8 9 10
923 148 46 LE71480462006296PFS00 2006-10-23 LANDSAT_7 ETM L1T 3 9 10
1024 148 47 LE71480472006296PFS00 2006-10-23 LANDSAT_7 ETM L1T 7 9 10
382 146 47 LE71460472006298PFS00 2006-10-25 LANDSAT_7 ETM L1T 3 9 10
456 146 49 LE71460492006298PFS00 2006-10-25 LANDSAT_7 ETM L1T 4 9 10
800 147 49 LE71470492006305PFS00 2006-11-01 LANDSAT_7 ETM L1T 8 9 11
924 148 46 LE71480462006312PFS00 2006-11-08 LANDSAT_7 ETM L1T 0 9 11
1025 148 47 LE71480472006312PFS00 2006-11-08 LANDSAT_7 ETM L1T 2 9 11
383 146 47 LE71460472006314PFS00 2006-11-10 LANDSAT_7 ETM L1T 0 9 11
550 147 46 LE71470462006321PFS00 2006-11-17 LANDSAT_7 ETM L1T 0 9 11
646 147 47 LE71470472006321PFS00 2006-11-17 LANDSAT_7 ETM L1T 0 9 11
724 147 48 LE71470482006321PFS00 2006-11-17 LANDSAT_7 ETM L1T 10 9 11
925 148 46 LE71480462006328ASN00 2006-11-24 LANDSAT_7 ETM L1T 0 9 11
926 148 46 LE71480462006344SGS00 2006-12-10 LANDSAT_7 ETM L1T 0 9 12
1026 148 47 LE71480472006344SGS00 2006-12-10 LANDSAT_7 ETM L1T 0 9 12
551 147 46 LE71470462006353SGS00 2006-12-19 LANDSAT_7 ETM L1T 0 9 12
647 147 47 LE71470472006353SGS00 2006-12-19 LANDSAT_7 ETM L1T 0 9 12
725 147 48 LE71470482006353SGS00 2006-12-19 LANDSAT_7 ETM L1T 0 9 12
927 148 46 LE71480462006360SGS00 2006-12-26 LANDSAT_7 ETM L1T 0 9 12
1027 148 47 LE71480472006360SGS00 2006-12-26 LANDSAT_7 ETM L1T 0 9 12
384 146 47 LE71460472006362ASN00 2006-12-28 LANDSAT_7 ETM L1T 0 9 12
457 146 49 LE71460492006362ASN00 2006-12-28 LANDSAT_7 ETM L1T 0 9 12
96 144 52 LE71440522006364ASN00 2006-12-30 LANDSAT_7 ETM L1T 2 9 12
131 144 53 LE71440532006364ASN00 2006-12-30 LANDSAT_7 ETM L1T 2 9 12
552 147 46 LE71470462007004SGS00 2007-01-04 LANDSAT_7 ETM L1T 0 9 1
648 147 47 LE71470472007004SGS00 2007-01-04 LANDSAT_7 ETM L1T 0 9 1
726 147 48 LE71470482007004SGS00 2007-01-04 LANDSAT_7 ETM L1T 0 9 1
223 145 50 LE71450502007006ASN00 2007-01-06 LANDSAT_7 ETM L1T 0 9 1
279 145 51 LE71450512007006ASN00 2007-01-06 LANDSAT_7 ETM L1T 0 9 1
323 145 52 LE71450522007006ASN00 2007-01-06 LANDSAT_7 ETM L1T 2 9 1
928 148 46 LE71480462007011SGS00 2007-01-11 LANDSAT_7 ETM L1T 0 9 1
385 146 47 LE71460472007013ASN00 2007-01-13 LANDSAT_7 ETM L1T 0 9 1
458 146 49 LE71460492007013ASN00 2007-01-13 LANDSAT_7 ETM L1T 0 9 1
553 147 46 LE71470462007020SGS00 2007-01-20 LANDSAT_7 ETM L1T 0 9 1
929 148 46 LE71480462007027SGS00 2007-01-27 LANDSAT_7 ETM L1T 0 9 1
97 144 52 LE71440522007031SGS00 2007-01-31 LANDSAT_7 ETM L1T 9 9 1
132 144 53 LE71440532007031SGS00 2007-01-31 LANDSAT_7 ETM L1T 7 9 1
171 144 54 LE71440542007031SGS00 2007-01-31 LANDSAT_7 ETM L1T 0 9 1
554 147 46 LE71470462007036SGS00 2007-02-05 LANDSAT_7 ETM L1T 0 9 2
649 147 47 LE71470472007036SGS00 2007-02-05 LANDSAT_7 ETM L1T 0 9 2
727 147 48 LE71470482007036SGS00 2007-02-05 LANDSAT_7 ETM L1T 0 9 2
801 147 49 LE71470492007036SGS00 2007-02-05 LANDSAT_7 ETM L1T 0 9 2
224 145 50 LE71450502007038SGS00 2007-02-07 LANDSAT_7 ETM L1T 0 9 2
280 145 51 LE71450512007038SGS00 2007-02-07 LANDSAT_7 ETM L1T 0 9 2
324 145 52 LE71450522007038ASN00 2007-02-07 LANDSAT_7 ETM L1T 0 9 2
386 146 47 LE71460472007045SGS00 2007-02-14 LANDSAT_7 ETM L1T 0 9 2
459 146 49 LE71460492007045SGS00 2007-02-14 LANDSAT_7 ETM L1T 0 9 2
98 144 52 LE71440522007047SGS00 2007-02-16 LANDSAT_7 ETM L1T 0 9 2
133 144 53 LE71440532007047SGS00 2007-02-16 LANDSAT_7 ETM L1T 2 9 2
172 144 54 LE71440542007047SGS00 2007-02-16 LANDSAT_7 ETM L1T 3 9 2
555 147 46 LE71470462007052SGS00 2007-02-21 LANDSAT_7 ETM L1T 0 9 2
930 148 46 LE71480462007059SGS00 2007-02-28 LANDSAT_7 ETM L1T 0 9 2
460 146 49 LE71460492007061ASN00 2007-03-02 LANDSAT_7 ETM L1T 0 9 3
99 144 52 LE71440522007063SGS01 2007-03-04 LANDSAT_7 ETM L1T 9 9 3
134 144 53 LE71440532007063SGS01 2007-03-04 LANDSAT_7 ETM L1T 5 9 3
173 144 54 LE71440542007063SGS01 2007-03-04 LANDSAT_7 ETM L1T 2 9 3
556 147 46 LE71470462007068SGS00 2007-03-09 LANDSAT_7 ETM L1T 0 9 3
650 147 47 LE71470472007068ASN00 2007-03-09 LANDSAT_7 ETM L1T 0 9 3
728 147 48 LE71470482007068ASN00 2007-03-09 LANDSAT_7 ETM L1T 0 9 3
802 147 49 LE71470492007068ASN00 2007-03-09 LANDSAT_7 ETM L1T 0 9 3
225 145 50 LE71450502007070SGS00 2007-03-11 LANDSAT_7 ETM L1T 0 9 3
931 148 46 LE71480462007075SGS00 2007-03-16 LANDSAT_7 ETM L1T 0 9 3
1028 148 47 LE71480472007075SGS00 2007-03-16 LANDSAT_7 ETM L1T 0 9 3
387 146 47 LE71460472007077ASN00 2007-03-18 LANDSAT_7 ETM L1T 0 9 3
557 147 46 LE71470462007084ASN00 2007-03-25 LANDSAT_7 ETM L1T 0 9 3
22 143 53 LE71430532007088SGS00 2007-03-29 LANDSAT_7 ETM L1T 10 9 3
56 143 54 LE71430542007088SGS00 2007-03-29 LANDSAT_7 ETM L1T 7 9 3
388 146 47 LE71460472007093ASN00 2007-04-03 LANDSAT_7 ETM L1T 0 9 4
461 146 49 LE71460492007093ASN00 2007-04-03 LANDSAT_7 ETM L1T 1 9 4
100 144 52 LE71440522007095ASN00 2007-04-05 LANDSAT_7 ETM L1T 2 9 4
135 144 53 LE71440532007095ASN00 2007-04-05 LANDSAT_7 ETM L1T 5 9 4
174 144 54 LE71440542007095ASN00 2007-04-05 LANDSAT_7 ETM L1T 9 9 4
558 147 46 LE71470462007100ASN00 2007-04-10 LANDSAT_7 ETM L1T 0 9 4
651 147 47 LE71470472007100ASN00 2007-04-10 LANDSAT_7 ETM L1T 0 9 4
729 147 48 LE71470482007100ASN00 2007-04-10 LANDSAT_7 ETM L1T 0 9 4
803 147 49 LE71470492007100ASN00 2007-04-10 LANDSAT_7 ETM L1T 5 9 4
226 145 50 LE71450502007102ASN00 2007-04-12 LANDSAT_7 ETM L1T 4 9 4
932 148 46 LE71480462007107SGS00 2007-04-17 LANDSAT_7 ETM L1T 0 9 4
1029 148 47 LE71480472007107SGS00 2007-04-17 LANDSAT_7 ETM L1T 4 9 4
559 147 46 LE71470462007116SGS00 2007-04-26 LANDSAT_7 ETM L1T 0 9 4
23 143 53 LE71430532007120ASN00 2007-04-30 LANDSAT_7 ETM L1T 6 9 4
933 148 46 LE71480462007123ASN00 2007-05-03 LANDSAT_7 ETM L1T 0 9 5
1030 148 47 LE71480472007123ASN00 2007-05-03 LANDSAT_7 ETM L1T 1 9 5
389 146 47 LE71460472007125ASN00 2007-05-05 LANDSAT_7 ETM L1T 6 9 5
560 147 46 LE71470462007132ASN00 2007-05-12 LANDSAT_7 ETM L1T 0 9 5
652 147 47 LE71470472007132ASN00 2007-05-12 LANDSAT_7 ETM L1T 1 9 5
730 147 48 LE71470482007132ASN00 2007-05-12 LANDSAT_7 ETM L1T 4 9 5
227 145 50 LE71450502007134ASN00 2007-05-14 LANDSAT_7 ETM L1T 0 9 5
1031 148 47 LE71480472007139ASN00 2007-05-19 LANDSAT_7 ETM L1T 4 9 5
24 143 53 LE71430532007152ASN00 2007-06-01 LANDSAT_7 ETM L1T 0 9 6
561 147 46 LE71470462007292PFS00 2007-10-19 LANDSAT_7 ETM L1T 0 9 10
653 147 47 LE71470472007292PFS00 2007-10-19 LANDSAT_7 ETM L1T 1 9 10
731 147 48 LE71470482007292PFS00 2007-10-19 LANDSAT_7 ETM L1T 1 9 10
934 148 46 LE71480462007299PFS00 2007-10-26 LANDSAT_7 ETM L1T 0 9 10
1032 148 47 LE71480472007299PFS00 2007-10-26 LANDSAT_7 ETM L1T 0 9 10
390 146 47 LE71460472007301PFS00 2007-10-28 LANDSAT_7 ETM L1T 1 9 10
562 147 46 LE71470462007308PFS00 2007-11-04 LANDSAT_7 ETM L1T 9 9 11
654 147 47 LE71470472007308PFS00 2007-11-04 LANDSAT_7 ETM L1T 8 9 11
732 147 48 LE71470482007308PFS00 2007-11-04 LANDSAT_7 ETM L1T 8 9 11
935 148 46 LE71480462007315PFS00 2007-11-11 LANDSAT_7 ETM L1T 0 9 11
391 146 47 LE71460472007317PFS00 2007-11-13 LANDSAT_7 ETM L1T 0 9 11
462 146 49 LE71460492007317PFS00 2007-11-13 LANDSAT_7 ETM L1T 0 9 11
101 144 52 LE71440522007319PFS00 2007-11-15 LANDSAT_7 ETM L1T 0 9 11
136 144 53 LE71440532007319PFS00 2007-11-15 LANDSAT_7 ETM L1T 6 9 11
804 147 49 LE71470492007324ASN00 2007-11-20 LANDSAT_7 ETM L1T 1 9 11
228 145 50 LE71450502007326ASN00 2007-11-22 LANDSAT_7 ETM L1T 0 9 11
325 145 52 LE71450522007326ASN00 2007-11-22 LANDSAT_7 ETM L1T 8 9 11
839 148 45 LE71480452007331SGS00 2007-11-27 LANDSAT_7 ETM L1T 0 9 11
936 148 46 LE71480462007331SGS00 2007-11-27 LANDSAT_7 ETM L1T 0 9 11
1033 148 47 LE71480472007331SGS00 2007-11-27 LANDSAT_7 ETM L1T 0 9 11
137 144 53 LE71440532007335ASN00 2007-12-01 LANDSAT_7 ETM L1T 6 9 12
281 145 51 LE71450512007342PFS00 2007-12-08 LANDSAT_7 ETM L1T 10 9 12
326 145 52 LE71450522007342PFS00 2007-12-08 LANDSAT_7 ETM L1T 0 9 12
840 148 45 LE71480452007347PFS00 2007-12-13 LANDSAT_7 ETM L1T 0 9 12
937 148 46 LE71480462007347PFS01 2007-12-13 LANDSAT_7 ETM L1T 2 9 12
1034 148 47 LE71480472007347PFS00 2007-12-13 LANDSAT_7 ETM L1T 1 9 12
392 146 47 LE71460472007349PFS00 2007-12-15 LANDSAT_7 ETM L1T 0 9 12
563 147 46 LE71470462007356SGS00 2007-12-22 LANDSAT_7 ETM L1T 0 9 12
655 147 47 LE71470472007356SGS00 2007-12-22 LANDSAT_7 ETM L1T 1 9 12
229 145 50 LE71450502007358ASN00 2007-12-24 LANDSAT_7 ETM L1T 6 9 12
25 143 53 LE71430532007360SGS00 2007-12-26 LANDSAT_7 ETM L1T 7 9 12
57 143 54 LE71430542007360SGS00 2007-12-26 LANDSAT_7 ETM L1T 6 9 12
841 148 45 LE71480452007363SGS00 2007-12-29 LANDSAT_7 ETM L1T 0 9 12
1035 148 47 LE71480472007363SGS00 2007-12-29 LANDSAT_7 ETM L1T 0 9 12
463 146 49 LE71460492007365ASN01 2007-12-31 LANDSAT_7 ETM L1T 0 9 12
102 144 52 LE71440522008002SGS00 2008-01-02 LANDSAT_7 ETM L1T 4 9 1
138 144 53 LE71440532008002SGS00 2008-01-02 LANDSAT_7 ETM L1T 1 9 1
733 147 48 LE71470482008007PFS00 2008-01-07 LANDSAT_7 ETM L1T 0 9 1
805 147 49 LE71470492008007PFS00 2008-01-07 LANDSAT_7 ETM L1T 0 9 1
230 145 50 LE71450502008009PFS00 2008-01-09 LANDSAT_7 ETM L1T 0 9 1
282 145 51 LE71450512008009PFS00 2008-01-09 LANDSAT_7 ETM L1T 0 9 1
327 145 52 LE71450522008009PFS00 2008-01-09 LANDSAT_7 ETM L1T 0 9 1
393 146 47 LE71460472008016ASN00 2008-01-16 LANDSAT_7 ETM L1T 0 9 1
464 146 49 LE71460492008016ASN00 2008-01-16 LANDSAT_7 ETM L1T 0 9 1
175 144 54 LE71440542008018ASN00 2008-01-18 LANDSAT_7 ETM L1T 2 9 1
564 147 46 LE71470462008023ASN00 2008-01-23 LANDSAT_7 ETM L1T 0 9 1
656 147 47 LE71470472008023ASN00 2008-01-23 LANDSAT_7 ETM L1T 0 9 1
394 146 47 LE71460472008032ASN00 2008-02-01 LANDSAT_7 ETM L1T 0 9 2
465 146 49 LE71460492008032ASN00 2008-02-01 LANDSAT_7 ETM L1T 0 9 2
