"","Path","Row","ID","Date","Craft","Sensor","Type","CloudCover","Quality"
"224","145","050","LE71450502007038SGS00","13551","LANDSAT_7","ETM","L1T","0.00","9"
"225","145","050","LE71450502007070SGS00","13583","LANDSAT_7","ETM","L1T","0.00","9"
"226","145","050","LE71450502007102ASN00","13615","LANDSAT_7","ETM","L1T","4.00","9"
"227","145","050","LE71450502007134ASN00","13647","LANDSAT_7","ETM","L1T","0.00","9"
"228","145","050","LE71450502007326ASN00","13839","LANDSAT_7","ETM","L1T","0.00","9"
"229","145","050","LE71450502007358ASN00","13871","LANDSAT_7","ETM","L1T","6.00","9"
"230","145","050","LE71450502008009PFS00","13887","LANDSAT_7","ETM","L1T","0.00","9"
"231","145","050","LE71450502008057ASN00","13935","LANDSAT_7","ETM","L1T","0.00","9"
"232","145","050","LE71450502008105ASN00","13983","LANDSAT_7","ETM","L1T","0.00","9"
"233","145","050","LE71450502008313ASN00","14191","LANDSAT_7","ETM","L1T","0.00","9"
"234","145","050","LE71450502008361SGS00","14239","LANDSAT_7","ETM","L1T","0.00","9"
"235","145","050","LE71450502009011SGS00","14255","LANDSAT_7","ETM","L1T","0.00","9"
"236","145","050","LE71450502009043SGS00","14287","LANDSAT_7","ETM","L1T","0.00","9"
"237","145","050","LE71450502009075ASN00","14319","LANDSAT_7","ETM","L1T","0.00","9"
"238","145","050","LE71450502009091SGS00","14335","LANDSAT_7","ETM","L1T","0.00","9"
"239","145","050","LE71450502009299ASN00","14543","LANDSAT_7","ETM","L1T","0.00","9"
"240","145","050","LE71450502009331ASN00","14575","LANDSAT_7","ETM","L1T","0.00","9"
"241","145","050","LE71450502009347SGS00","14591","LANDSAT_7","ETM","L1T","0.00","9"
"242","145","050","LE71450502010030ASN00","14639","LANDSAT_7","ETM","L1T","0.00","9"
"243","145","050","LE71450502010046ASN00","14655","LANDSAT_7","ETM","L1T","9.00","9"
"244","145","050","LE71450502010062SGS00","14671","LANDSAT_7","ETM","L1T","0.00","9"
"245","145","050","LE71450502010126ASN00","14735","LANDSAT_7","ETM","L1T","0.00","9"
"246","145","050","LE71450502011017ASN00","14991","LANDSAT_7","ETM","L1T","0.00","9"
"247","145","050","LE71450502011321PFS01","15295","LANDSAT_7","ETM","L1T","0.00","9"
"248","145","050","LE71450502012004PFS00","15343","LANDSAT_7","ETM","L1T","0.00","9"
"249","145","050","LE71450502012036PFS00","15375","LANDSAT_7","ETM","L1T","0.00","9"
"250","145","050","LE71450502012100PFS01","15439","LANDSAT_7","ETM","L1T","0.00","9"
"251","145","050","LE71450502012292PFS00","15631","LANDSAT_7","ETM","L1T","0.00","9"
"252","145","050","LE71450502012324PFS01","15663","LANDSAT_7","ETM","L1T","0.00","9"
"253","145","050","LE71450502013022PFS00","15727","LANDSAT_7","ETM","L1T","0.00","9"
"254","145","050","LE71450502013038PFS00","15743","LANDSAT_7","ETM","L1T","0.00","9"
"255","145","050","LE71450502013070PFS00","15775","LANDSAT_7","ETM","L1T","2.00","9"
"256","145","050","LE71450502013102PFS00","15807","LANDSAT_7","ETM","L1T","0.00","9"
"257","145","050","LE71450502014009SG100","16079","LANDSAT_7","ETM","L1T","0.00","9"
"258","145","051","LE71450511999352EDC00","10943","LANDSAT_7","ETM","L1T","4.00","9"
"259","145","051","LE71450512000083SGS01","11039","LANDSAT_7","ETM","L1T","6.00","9"
"260","145","051","LE71450512000355SGS00","11311","LANDSAT_7","ETM","L1T","0.00","9"
"261","145","051","LE71450512001085SGS00","11407","LANDSAT_7","ETM","L1T","0.00","9"
"262","145","051","LE71450512001309SGS00","11631","LANDSAT_7","ETM","L1T","6.00","9"
"263","145","051","LE71450512002088SGS00","11775","LANDSAT_7","ETM","L1T","0.00","9"
"264","145","051","LE71450512003027SGS00","12079","LANDSAT_7","ETM","L1T","0.00","9"
"265","145","051","LE71450512003091ASN00","12143","LANDSAT_7","ETM","L1T","9.00","9"
"266","145","051","LE71450512003299ASN01","12351","LANDSAT_7","ETM","L1T","8.00","9"
"267","145","051","LE71450512003315ASN01","12367","LANDSAT_7","ETM","L1T","0.00","9"
"268","145","051","LE71450512003363ASN01","12415","LANDSAT_7","ETM","L1T","0.00","9"
"269","145","051","LE71450512004014ASN01","12431","LANDSAT_7","ETM","L1T","0.00","9"
"270","145","051","LE71450512004078ASN01","12495","LANDSAT_7","ETM","L1T","0.00","9"
"271","145","051","LE71450512004094ASN01","12511","LANDSAT_7","ETM","L1T","1.00","9"
"272","145","051","LE71450512004334PFS00","12751","LANDSAT_7","ETM","L1T","0.00","9"
"273","145","051","LE71450512005016ASN00","12799","LANDSAT_7","ETM","L1T","10.00","9"
"274","145","051","LE71450512005064ASN00","12847","LANDSAT_7","ETM","L1T","0.00","9"
"275","145","051","LE71450512005320SGS00","13103","LANDSAT_7","ETM","L1T","0.00","9"
"276","145","051","LE71450512006019PFS00","13167","LANDSAT_7","ETM","L1T","0.00","9"
"277","145","051","LE71450512006035PFS00","13183","LANDSAT_7","ETM","L1T","0.00","9"
"278","145","051","LE71450512006067ASN00","13215","LANDSAT_7","ETM","L1T","2.00","9"
"279","145","051","LE71450512007006ASN00","13519","LANDSAT_7","ETM","L1T","0.00","9"
"280","145","051","LE71450512007038SGS00","13551","LANDSAT_7","ETM","L1T","0.00","9"
"281","145","051","LE71450512007342PFS00","13855","LANDSAT_7","ETM","L1T","10.00","9"
"282","145","051","LE71450512008009PFS00","13887","LANDSAT_7","ETM","L1T","0.00","9"
"283","145","051","LE71450512008057ASN00","13935","LANDSAT_7","ETM","L1T","0.00","9"
"284","145","051","LE71450512008105ASN00","13983","LANDSAT_7","ETM","L1T","2.00","9"
"285","145","051","LE71450512008361SGS00","14239","LANDSAT_7","ETM","L1T","10.00","9"
"286","145","051","LE71450512009011SGS00","14255","LANDSAT_7","ETM","L1T","0.00","9"
"287","145","051","LE71450512009043SGS00","14287","LANDSAT_7","ETM","L1T","0.00","9"
"288","145","051","LE71450512009075ASN00","14319","LANDSAT_7","ETM","L1T","0.00","9"
"289","145","051","LE71450512009091SGS00","14335","LANDSAT_7","ETM","L1T","3.00","9"
"290","145","051","LE71450512009299ASN00","14543","LANDSAT_7","ETM","L1T","4.00","9"
"291","145","051","LE71450512009331ASN00","14575","LANDSAT_7","ETM","L1T","9.00","9"
"292","145","051","LE71450512010030ASN00","14639","LANDSAT_7","ETM","L1T","0.00","9"
"293","145","051","LE71450512010062SGS00","14671","LANDSAT_7","ETM","L1T","0.00","9"
"294","145","051","LE71450512010126ASN00","14735","LANDSAT_7","ETM","L1T","4.00","9"
"295","145","051","LE71450512011017ASN00","14991","LANDSAT_7","ETM","L1T","0.00","9"
"296","145","051","LE71450512011049ASN00","15023","LANDSAT_7","ETM","L1T","6.00","9"
"297","145","051","LE71450512012004PFS00","15343","LANDSAT_7","ETM","L1T","0.00","9"
"298","145","051","LE71450512012036PFS00","15375","LANDSAT_7","ETM","L1T","0.00","9"
"299","145","051","LE71450512012292PFS00","15631","LANDSAT_7","ETM","L1T","1.00","9"
"300","145","051","LE71450512012324PFS01","15663","LANDSAT_7","ETM","L1T","0.00","9"
"301","145","051","LE71450512013022ASN00","15727","LANDSAT_7","ETM","L1T","0.00","9"
"302","145","051","LE71450512013038PFS00","15743","LANDSAT_7","ETM","L1T","4.00","9"
